virus,virus_taxid,virus_family,virus_genus,zoonotic_llm,confidence,reasoning
rhinovirus b17,150904,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b26,185899,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b27,185900,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b3,44130,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b35,167329,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b37,147680,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b4,185889,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b42,147683,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b48,147679,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b5,147714,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b52,147677,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b6,147681,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b69,147678,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b70,185926,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b72,44137,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b79,185933,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b83,185936,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b84,167328,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b86,185938,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b91,167325,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b92,167326,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b93,167327,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b97,167330,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus b99,185945,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c1,1219416,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c10,1219419,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c11,1240004,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c12,1418064,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c15,1418033,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c17,1219404,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c2,1219376,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c23,2045067,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c3,1219377,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c31,2045073,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c32,1219405,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c34,2045075,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c35,1077430,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c36,1418041,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c39,1418035,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c40,1219406,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c41,2045078,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c42,1219407,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c43,1219413,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c47,2035045,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c48,2777134,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c51,2777131,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c53,2032983,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c56,2094116,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c6,1219378,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c8,1219380,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus c9,1220265,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
aichivirus a1,1313215,Picornaviridae,Kobuvirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
kobuvirus sewage kathmandu,1224522,Picornaviridae,Kobuvirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 17,1906354,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 18,1906355,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 19,1906356,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 2,39085,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 3,195055,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 4,362784,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 5,376148,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 6,411152,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 7,533185,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human parechovirus 8,602074,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
parechovirus a,1803956,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
parechovirus a1,12063,Picornaviridae,Parechovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
salivirus fhb,1547495,Picornaviridae,Salivirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
salivirus ng-j1,651733,Picornaviridae,Salivirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
infectious spleen and kidney necrosis virus,180170,Iridoviridae,Megalocytivirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human gut-associated brisavirus vw,2571073,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human gut-associated vientovirus mw,2571074,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated brisavirus aa,2571075,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated brisavirus ii,2571076,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated brisavirus md,2571077,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated brisavirus rc,2571078,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated vientovirus al,2571079,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated vientovirus dc,2571080,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated vientovirus es,2571081,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated vientovirus fb,2571082,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated vientovirus jb,2571083,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated vientovirus jy,2571084,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human lung-associated vientovirus lt,2571085,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human oral-associated brisavirus yh,2571086,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human oral-associated vientovirus av,2571087,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human oral-associated vientovirus ec,2571088,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human oral-associated vientovirus lz,2571089,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human oral-associated vientovirus mc,2571090,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human oral-associated vientovirus xm,2571091,Redondoviridae,Torbevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human circovirus vs6600022,1525173,Pecoviridae,Amaruvirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 11,10541,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 11+34,1461395,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 14,10521,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 15,28276,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 16,31544,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 17,46922,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 18,10528,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 19,28278,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 19a,88059,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 2,10515,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 20,46923,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 21,32608,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 22,46924,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 23,46925,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 24,46926,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 25,46927,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 26,46928,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 27,46929,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 28,46930,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 29,46931,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 3+11p,459785,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 3+7,260047,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 30,46932,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 31,10529,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 32,46933,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 33,46934,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 34,10548,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 35,10522,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 38,46943,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 39,46935,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 4,28280,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 41,10524,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 42,46937,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 43,46938,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 44,46939,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 45,46940,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 46,46941,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 47,46942,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 48,39641,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 49,218120,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 50,107462,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 51,245072,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 53,556926,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 54,651580,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 55,714978,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 56,880565,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 58,980087,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 60a,1091198,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
